,id,username,user_followers_count,user_following_count,text,created_at,retweet_count,mentioned_user_ids,mentioned_user_names,hashtags,urls
0,1521845858324684800,Fredro_812,114,352,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T13:35:01.000Z,83,96845237,jeffborzello,,
1,1521791282275917826,jordanabdo23,859,779,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T09:58:09.000Z,83,96845237,jeffborzello,,
2,1521747095702679552,MJ24Slayer,3725,3818,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T07:02:34.000Z,83,96845237,jeffborzello,,
3,1521710090755231745,R_I_C_H420,218,339,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T04:35:32.000Z,83,96845237,jeffborzello,,
4,1521702005026271232,jack_comstock_,84,82,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T04:03:24.000Z,83,96845237,jeffborzello,,
5,1521683658565951489,GREATPRODUCTBW,63,68,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T02:50:30.000Z,83,96845237,jeffborzello,,
6,1521682186113630209,T_Marks24,1478,826,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T02:44:39.000Z,83,96845237,jeffborzello,,
7,1521674237672660994,RadfarP,23,491,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T02:13:04.000Z,83,96845237,jeffborzello,,
8,1521672877682171904,Zackman80,1989,4707,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T02:07:40.000Z,83,96845237,jeffborzello,,
9,1521671336594137089,dkaaay15,920,1477,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T02:01:32.000Z,83,96845237,jeffborzello,,
10,1521664353057091585,univerky,525,487,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T01:33:47.000Z,83,96845237,jeffborzello,,
11,1521662203409186817,O_So_Gutta,1648,2252,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T01:25:15.000Z,83,96845237,jeffborzello,,
12,1521661432647106566,BMamba12,97,504,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T01:22:11.000Z,83,96845237,jeffborzello,,
13,1521651443933003778,JonesKalip,721,467,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-04T00:42:29.000Z,83,96845237,jeffborzello,,
14,1521637136780378115,MCon_09,968,301,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-03T23:45:38.000Z,83,96845237,jeffborzello,,
15,1521634982665592834,tarheelphil71,89,377,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-03T23:37:05.000Z,83,96845237,jeffborzello,,
16,1521633942016831489,18Antonio24,204,424,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-03T23:32:57.000Z,83,96845237,jeffborzello,,
17,1521627764377497600,Widcat4475,93,613,"RT @jeffborzello: 🚨UPDATED WAY-TOO-EARLY TOP 25🚨

1. North Carolina
2. Houston
3. Kentucky
4. UCLA
5. Creighton
6. Arkansas
7. Duke
8. Kans…",2022-05-03T23:08:24.000Z,83,96845237,jeffborzello,,
